0, 819, 941, 1, 1
235474, 6, 125, 1, 1
285474, 5, 126, 1, 1
335474, 5, 126, 1, 1
360474, 253, 130, 1, 1
385474, 253, 129, 1, 1
410474, 252, 142, 1, 1
435474, 253, 145, 1, 1
460474, 252, 144, 1, 1
510474, 5, 144, 1, 1
535474, 252, 146, 1, 1
560474, 252, 141, 1, 1
610474, 6, 143, 1, 1
660474, 5, 253, 1, 1
685474, 253, 252, 1, 1
735474, 5, 252, 1, 1
760474, 253, 253, 1, 1
810474, 5, 252, 1, 1
860474, 5, 251, 1, 1
910474, 4, 252, 1, 1
935474, 253, 252, 1, 1
985474, 5, 253, 1, 1
1010474, 253, 252, 1, 1
1060474, 5, 252, 1, 1
1085474, 253, 253, 1, 1
1135474, 5, 252, 1, 1
1160474, 253, 253, 1, 1
1185474, 253, 252, 1, 1
1235474, 5, 252, 1, 1
1260474, 257, 253, 1, 1
1285474, 253, 252, 1, 1
1310474, 253, 252, 1, 1
1335474, 253, 252, 1, 1
1385474, 5, 252, 1, 1
1435474, 5, 252, 1, 1
1485474, 5, 251, 1, 1
1510474, 259, 252, 1, 1
1535474, 258, 252, 1, 1
1560474, 254, 252, 1, 1
1585474, 256, 251, 1, 1
1635474, 5, 252, 1, 1
1660474, 253, 252, 1, 1
1710474, 6, 252, 1, 1
1760474, 5, 252, 1, 1
1810474, 5, 251, 1, 1
1835474, 252, 252, 1, 1
1885474, 5, 254, 1, 1
1910474, 253, 253, 1, 1
1960474, 6, 253, 1, 1
2010474, 6, 252, 1, 1
2060474, 5, 252, 1, 1
2110474, 5, 253, 1, 1
2160474, 5, 253, 1, 1
2210474, 5, 126, 1, 1
2260474, 5, 126, 1, 1
2310474, 5, 127, 1, 1
2360474, 7, 253, 1, 1
2410474, 6, 253, 1, 1
2435474, 254, 253, 1, 1
2460474, 253, 252, 1, 1
2510474, 5, 252, 1, 1
2560474, 6, 124, 1, 1
2585474, 255, 255, 1, 1
2610474, 254, 252, 1, 1
2635474, 254, 253, 1, 1
2660474, 254, 215, 1, 1
2685474, 253, 125, 1, 1
2710474, 254, 253, 1, 1
2760474, 6, 126, 1, 1
2810474, 5, 126, 1, 1
2835474, 255, 253, 1, 1
2860474, 254, 253, 1, 1
2910474, 6, 126, 1, 1
2960474, 5, 125, 1, 1
3010474, 5, 125, 1, 1
3060474, 5, 125, 1, 1
3110474, 5, 125, 1, 1
3160474, 5, 125, 1, 1
3185474, 126, 123, 1, 1
3210474, 127, 122, 1, 1
3235474, 123, 122, 1, 1
3260474, 124, 123, 1, 1
3285474, 124, 122, 1, 1
3310474, 127, 122, 1, 1
3335474, 142, 124, 1, 1
3360474, 125, 123, 1, 1
3385474, 125, 123, 1, 1
3410474, 125, 123, 1, 1
3435474, 125, 123, 1, 1
3460474, 125, 124, 1, 1
3485474, 126, 122, 1, 1
3510474, 124, 124, 1, 1
3535474, 124, 123, 1, 1
3560474, 142, 122, 1, 1
3585474, 144, 122, 1, 1
3610474, 127, 122, 1, 1
3635474, 141, 122, 1, 1
3660474, 125, 124, 1, 1
3685474, 124, 123, 1, 1
3710474, 124, 122, 1, 1
3735474, 144, 123, 1, 1
3760474, 126, 122, 1, 1
3810474, 5, 123, 1, 1
3835474, 124, 123, 1, 1
3885474, 5, 124, 1, 1
3910474, 125, 123, 1, 1
3935474, 143, 123, 1, 1
3960474, 125, 124, 1, 1
3985474, 142, 123, 1, 1
4010474, 125, 123, 1, 1
4035474, 142, 123, 1, 1
4060474, 142, 124, 1, 1
4085474, 143, 123, 1, 1
4110474, 141, 125, 1, 1
4135474, 142, 123, 1, 1
4160474, 142, 123, 1, 1
4185474, 125, 124, 1, 1
4210474, 141, 123, 1, 1
4235474, 141, 124, 1, 1
4260474, 125, 122, 1, 1
4285474, 124, 123, 1, 1
4310474, 125, 122, 1, 1
4360474, 5, 123, 1, 1
4385474, 125, 123, 1, 1
4410474, 125, 122, 1, 1
4435474, 123, 124, 1, 1
4460474, 124, 124, 1, 1
4485474, 142, 125, 1, 1
4510474, 19, 123, 1, 1
4535474, 19, 123, 1, 1
4560474, 18, 123, 1, 1
4585474, 19, 123, 1, 1
4610474, 18, 123, 1, 1
4635474, 18, 125, 1, 1
4660474, 19, 124, 1, 1
4685474, 124, 125, 1, 1
4710474, 125, 19, 1, 1
4735474, 141, 18, 1, 1
4760474, 18, 18, 1, 1
4785474, 17, 18, 1, 1
4810474, 17, 18, 1, 1
4835474, 16, 18, 1, 1
4860474, 17, 17, 1, 1
4885474, 141, 18, 1, 1
4910474, 143, 20, 1, 1
4960474, 5, 124, 1, 1
4985474, 16, 21, 1, 1
5010474, 16, 18, 1, 1
5035474, 15, 17, 1, 1
5060474, 15, 17, 1, 1
5085474, 15, 17, 1, 1
5110474, 15, 16, 1, 1
5135474, 15, 18, 1, 1
5160474, 14, 20, 1, 1
5185474, 14, 15, 1, 1
5210474, 13, 13, 1, 1
5235474, 13, 12, 1, 1
5285474, 5, 12, 1, 1
5335474, 6, 13, 1, 1
5385474, 6, 12, 1, 1
5435474, 5, 12, 1, 1
5485474, 5, 12, 1, 1
5535474, 4, 14, 1, 1
5585474, 5, 14, 1, 1
5635474, 5, 12, 1, 1
5685474, 5, 12, 1, 1
5710474, 14, 125, 1, 1
5735474, 13, 124, 1, 1
5760474, 13, 124, 1, 1
5785474, 12, 124, 1, 1
5810474, 11, 14, 1, 1
5835474, 11, 12, 1, 1
5860474, 11, 12, 1, 1
5885474, 11, 14, 1, 1
5910474, 11, 12, 1, 1
5935474, 11, 10, 1, 1
5960474, 11, 10, 1, 1
5985474, 11, 10, 1, 1
6010474, 11, 10, 1, 1
6035474, 11, 10, 1, 1
6060474, 11, 10, 1, 1
6085474, 11, 10, 1, 1
6110474, 11, 10, 1, 1
6135474, 11, 10, 1, 1
6160474, 11, 11, 1, 1
6185474, 10, 11, 1, 1
6210474, 10, 11, 1, 1
6235474, 10, 11, 1, 1
6260474, 11, 11, 1, 1
6285474, 11, 11, 1, 1
6310474, 11, 11, 1, 1
6335474, 11, 11, 1, 1
6360474, 10, 11, 1, 1
6385474, 11, 11, 1, 1
6410474, 11, 10, 1, 1
6435474, 11, 10, 1, 1
6460474, 10, 11, 1, 1
6485474, 10, 11, 1, 1
6510474, 10, 11, 1, 1
6535474, 11, 12, 1, 1
6560474, 11, 12, 1, 1
6585474, 10, 12, 1, 1
6610474, 11, 11, 1, 1
6635474, 11, 11, 1, 1
6660474, 11, 11, 1, 1
6685474, 11, 11, 1, 1
