77126592, 125, 124, 1, 1
77176592, 125, 124, 1, 1
77201592, 126, 125, 1, 1
77226592, 127, 127, 1, 1
77276592, 4, 127, 1, 1
77326592, 5, 124, 1, 1
77351592, 124, 124, 1, 1
77376592, 124, 126, 1, 1
77401592, 124, 133, 1, 1
78151592, 396, 220, 1, 1
78376592, 411, 245, 1, 1
78426592, 125, 125, 1, 1
78451592, 125, 126, 1, 1
78476592, 125, 126, 1, 1
78501592, 125, 125, 1, 1
78526592, 125, 127, 1, 1
78551592, 125, 125, 1, 1
78576592, 126, 128, 1, 1
78601592, 125, 127, 1, 1
78626592, 126, 79, 1, 1
78651592, 125, 136, 1, 1
78901592, 5, 126, 1, 1
78926592, 125, 125, 1, 1
78951592, 125, 127, 1, 1
78976592, 125, 126, 1, 1
79001592, 125, 125, 1, 1
79026592, 125, 127, 1, 1
79051592, 126, 127, 1, 1
79076592, 126, 126, 1, 1
79101592, 127, 125, 1, 1
79126592, 125, 125, 1, 1
79151592, 126, 126, 1, 1
79176592, 127, 126, 1, 1
79201592, 126, 126, 1, 1
79226592, 127, 127, 1, 1
79251592, 127, 127, 1, 1
79276592, 128, 126, 1, 1
79301592, 127, 126, 1, 1
79326592, 129, 128, 1, 1
79376592, 5, 126, 1, 1
79401592, 145, 126, 1, 1
79426592, 130, 127, 1, 1
79451592, 147, 127, 1, 1
79476592, 129, 128, 1, 1
79501592, 130, 128, 1, 1
79526592, 128, 127, 1, 1
79551592, 127, 127, 1, 1
79576592, 127, 126, 1, 1
79601592, 126, 127, 1, 1
79626592, 127, 126, 1, 1
79651592, 126, 126, 1, 1
79676592, 127, 127, 1, 1
79701592, 127, 127, 1, 1
79726592, 127, 128, 1, 1
79751592, 126, 126, 1, 1
79776592, 127, 127, 1, 1
79801592, 127, 127, 1, 1
79826592, 126, 127, 1, 1
79851592, 127, 126, 1, 1
79876592, 127, 127, 1, 1
79901592, 127, 128, 1, 1
79926592, 127, 117, 1, 1
79951592, 128, 115, 1, 1
79976592, 127, 117, 1, 1
80001592, 126, 126, 1, 1
80026592, 127, 126, 1, 1
80051592, 126, 127, 1, 1
80076592, 127, 117, 1, 1
80101592, 127, 128, 1, 1
80126592, 127, 115, 1, 1
80151592, 126, 115, 1, 1
80176592, 127, 115, 1, 1
80201592, 126, 115, 1, 1
80226592, 126, 117, 1, 1
80251592, 126, 127, 1, 1
80276592, 126, 114, 1, 1
80301592, 126, 115, 1, 1
80326592, 126, 127, 1, 1
80351592, 126, 116, 1, 1
80376592, 127, 127, 1, 1
80401592, 127, 116, 1, 1
80426592, 126, 116, 1, 1
80451592, 126, 116, 1, 1
80476592, 127, 118, 1, 1
80501592, 126, 116, 1, 1
80526592, 126, 117, 1, 1
80551592, 126, 115, 1, 1
80576592, 126, 115, 1, 1
80601592, 126, 117, 1, 1
80626592, 126, 117, 1, 1
80651592, 127, 115, 1, 1
80676592, 126, 126, 1, 1
80701592, 126, 115, 1, 1
80726592, 126, 127, 1, 1
80751592, 126, 127, 1, 1
80776592, 127, 115, 1, 1
80801592, 126, 127, 1, 1
80826592, 126, 117, 1, 1
80851592, 127, 127, 1, 1
80876592, 126, 115, 1, 1
80901592, 126, 115, 1, 1
80926592, 127, 115, 1, 1
80951592, 127, 115, 1, 1
80976592, 126, 127, 1, 1
81001592, 127, 115, 1, 1
81026592, 127, 127, 1, 1
81051592, 126, 126, 1, 1
81076592, 126, 127, 1, 1
81101592, 126, 127, 1, 1
81126592, 126, 114, 1, 1
81151592, 126, 115, 1, 1
81176592, 126, 116, 1, 1
81201592, 126, 116, 1, 1
81226592, 126, 116, 1, 1
81251592, 126, 116, 1, 1
81276592, 126, 127, 1, 1
81301592, 126, 116, 1, 1
81326592, 126, 116, 1, 1
81351592, 126, 126, 1, 1
81376592, 126, 127, 1, 1
81401592, 126, 117, 1, 1
81426592, 126, 127, 1, 1
81451592, 127, 127, 1, 1
81476592, 125, 126, 1, 1
81501592, 126, 127, 1, 1
81526592, 126, 125, 1, 1
81551592, 126, 126, 1, 1
