166,11,98
278,65,49
355,86,75
448,96,56
525,103,71
618,107,59
712,110,50
815,112,44
907,114,39
997,113,35
1089,124,25
1181,125,25
1273,125,12
1396,123,0
1488,122,0
1563,122,13
1671,122,25
1763,125,25
1839,125,39
1947,122,52
2055,122,65
2131,122,78
2222,120,91
2346,117,91
2426,117,104
2502,119,103
2628,121,90
2721,121,77
2815,122,64
2907,122,51
2980,122,43
3079,114,43
3187,105,30
3296,92,18
3388,92,5
3497,79,5
3606,67,5
3715,54,5
3824,40,5
3933,30,5
4042,18,0
4151,12,0
4360,0,0
9653,4,0
9891,7,0
9979,11,0
10067,15,0
10259,19,0
10374,15,0
10634,11,0
10744,7,0
10854,4,0
11065,0,0
11355,6,0
11903,4,0
11991,8,0
12078,13,0
12165,17,0
12574,12,0
12683,8,0
12792,4,0
12901,0,0
13089,5,0
13227,11,0
13365,17,0
13457,30,0
13532,43,12
13608,56,25
13684,68,38
13761,81,51
13837,88,64
13912,98,77
13993,105,90
14067,115,104
14144,122,117
14220,122,130
14297,121,130
14390,121,131
14491,119,131
14567,122,131
14657,121,130
14730,119,130
14820,117,130
14911,117,129
15000,116,128
15073,114,128
15179,116,128
15252,114,128
15327,116,128
15399,114,128
15474,114,127
15566,116,127
15642,119,127
15718,118,127
15792,119,128
15900,118,115
16012,118,102
16105,116,106
16212,114,94
16306,114,81
16382,116,81
16473,116,93
16558,114,93
16633,116,106
16723,115,102
16812,115,115
16887,115,128
16976,112,128
17051,115,128
17126,117,128
17200,115,128
17303,113,128
17408,111,115
17483,111,116
17558,113,115
17652,114,102
17728,113,103
17804,116,103
17912,116,90
17988,119,90
18069,121,90
18145,123,103
18268,121,103
18361,121,90
18438,120,90
18560,117,90
18663,118,77
18754,118,64
18846,117,51
18921,117,50
18995,120,63
19070,120,75
19145,120,76
19234,119,89
19308,122,88
19399,119,88
19474,120,101
19547,117,113
19639,105,114
19715,105,115
19806,102,114
19914,103,102
20007,103,89
20083,106,102
20195,105,90
20271,118,89
20364,118,77
20456,116,64
20549,119,51
20642,118,38
20745,108,50
20821,108,63
20913,108,50
21002,108,62
21077,108,63
21151,108,75
21243,110,75
21317,110,87
21392,110,100
21467,123,101
21559,123,88
21651,122,88
21754,120,87
21830,120,88
21907,120,101
21998,120,89
22090,118,76
22183,118,63
22279,116,63
22355,116,76
22447,114,64
22523,116,63
22599,118,63
22693,119,50
22796,119,37
22872,120,49
22946,122,62
23021,122,74
23112,124,74
23203,122,61
23295,124,61
23386,124,49
23478,124,36
23552,123,48
23627,122,61
23702,122,62
23776,122,61
23851,120,61
23927,120,73
24003,122,86
24078,121,98
24171,120,98
24366,118,86
24459,118,74
24552,106,73
24645,106,62
24739,108,50
24831,106,38
24934,106,25
25010,109,25
25117,109,37
25191,111,50
25266,110,63
25341,123,63
25414,120,75
25518,120,87
25593,120,100
25668,119,100
25743,120,113
25815,117,113
25891,118,113
25967,119,113
26042,117,113
26118,120,113
26243,121,101
26334,118,101
26427,118,88
26503,120,89
26611,118,77
26701,115,77
26776,113,90
26851,113,102
26955,113,89
27044,111,102
27136,111,89
27226,108,77
27301,110,89
27393,99,89
27483,99,77
27574,99,64
27647,98,63
27722,99,76
27814,88,76
27923,78,63
28032,65,63
28120,59,63
28230,47,50
28318,47,41
28406,41,41
28517,30,41
28627,20,29
28720,21,16
28809,21,10
28897,21,14
28986,28,14
29097,25,14
29196,25,20
29306,25,17
29393,20,21
29485,33,21
29577,46,21
29701,56,15
29810,56,11
29900,59,11
29975,71,23
30048,80,29
30120,90,41
30210,90,47
30284,88,59
30360,86,72
30434,83,84
30509,85,97
30585,96,109
30678,86,121
30769,88,121
30861,79,122
30954,79,124
31047,68,124
31141,56,124
31234,46,124
31319,45,124
31393,44,124
31500,43,125
31574,43,124
31648,55,124
31754,65,124
31846,65,125
31920,76,125
32012,66,124
32104,55,125
32225,53,125
32317,41,125
32438,52,125
32531,40,125
32606,52,125
32717,62,125
32792,63,125
32886,53,124
32961,65,125
33036,77,125
33112,79,125
33205,69,125
33313,67,125
33390,80,126
33474,81,125
33567,69,126
33673,67,125
33747,66,125
33838,54,125
33930,54,124
34005,67,124
34092,64,124
34180,74,124
34255,87,124
34346,77,124
34438,66,124
34546,78,124
34639,65,124
34761,55,125
34850,53,125
34957,62,125
35065,61,125
35187,62,125
35295,63,124
35388,53,124
35510,63,124
35603,53,124
35678,63,124
35777,61,125
35884,61,124
35976,61,125
36068,61,124
36159,51,124
36251,40,124
36355,41,124
36447,30,124
36539,20,124
36645,20,125
36752,31,125
36858,41,125
36979,51,125
37086,61,125
37180,51,125
37287,51,124
37380,51,125
37473,41,124
37566,41,125
37659,30,124
37752,20,124
37874,30,124
37996,41,124
38137,51,124
38240,51,125
38314,62,125
38406,52,124
38498,41,124
38590,41,125
38682,31,125
38773,20,125
38879,30,125
38967,40,125
39059,30,125
39165,40,125
39304,50,125
39439,51,124
39514,61,124
39622,62,124
39729,72,124
39822,62,124
39930,61,124
40004,62,124
40097,51,124
40173,53,124
40249,66,125
40328,65,125
40450,75,125
40567,76,125
40660,66,125
40733,76,125
40825,63,125
40916,50,125
41008,40,124
41142,50,124
41234,40,124
41340,39,124
41446,49,124
41585,50,124
41677,40,124
41765,50,124
41872,51,124
41947,61,124
42040,50,124
42133,50,123
42208,61,123
42297,72,123
42400,83,124
42493,72,124
42586,62,124
42694,73,124
42797,72,124
42900,62,124
42993,51,124
43084,41,124
43271,41,125
43363,30,125
43454,20,124
43560,30,124
43666,40,124
43757,51,112
43866,51,100
43952,40,90
44061,30,78
44214,34,66
44323,24,53
44410,27,41
44521,17,28
44631,7,28
44791,7,25
44880,11,25
44989,11,12
45099,11,0
45210,7,0
45298,7,4
45409,4,4
45508,8,4
45645,13,4
45810,17,4
45897,21,4
46034,25,0
46120,29,0
46207,28,0
46366,24,0
46453,27,0
46562,23,0
46671,19,0
46762,15,12
46855,15,25
46930,23,37
47004,29,49
47080,36,61
47155,48,74
47231,60,86
47341,57,86
47432,68,86
47524,78,86
47616,88,74
47708,97,61
47800,96,49
47901,96,36
47993,95,25
48084,94,12
48193,82,0
48351,71,0
48460,61,0
48569,51,0
48678,41,0
48787,31,0
48896,21,0
49003,10,0
49112,0,0
50553,7,0
50945,18,0
51155,10,0
51566,0,0
52212,16,0
52773,0,0
54322,20,0
54419,41,0
54518,62,0
54615,82,0
54712,100,0
55073,80,0
55193,59,0
55303,38,0
55412,18,0
55507,19,0
55608,46,0
55803,64,0
56162,45,0
56271,18,0
56480,0,0
57419,6,0
57511,18,0
57599,24,0
57688,31,0
57756,37,6
57825,43,12
57893,50,19
57962,56,25
58031,63,32
58100,70,38
58169,70,45
58238,64,52
58307,65,58
58376,65,65
58463,65,66
58550,64,66
58618,64,65
58703,63,64
58804,62,63
58872,63,63
58947,63,64
59041,63,65
59125,62,65
59196,63,65
59307,63,66
59375,63,65
59451,64,65
59536,63,65
59604,63,64
59681,62,63
59758,62,62
59826,61,62
59894,61,61
59962,60,61
60029,60,60
60098,59,60
60166,59,59
60255,52,58
60344,46,58
60465,40,52
60574,34,46
60683,28,40
60792,23,34
60901,17,28
61010,11,22
61119,5,16
61228,0,10
61305,14,19
61381,28,28
61455,37,42
61527,46,55
61601,55,69
61673,64,78
61744,73,87
61816,82,96
61888,90,104
61961,102,113
62034,95,112
62102,89,103
62171,87,94
62242,86,88
62312,84,82
62381,82,79
62461,80,78
62529,77,75
62594,75,73
62662,70,71
62729,69,64
62797,68,65
62864,66,67
62931,65,65
62999,65,64
63070,71,64
63173,72,64
63241,72,65
63313,79,65
63387,85,66
63463,92,73
63540,92,80
63617,99,87
63694,105,93
63770,112,100
63861,115,93
63935,121,96
64012,123,107
64084,119,108
64156,115,109
64238,111,105
64309,107,101
64380,103,97
64451,100,94
64523,97,91
64596,98,101
64669,97,103
64743,100,99
64817,103,102
64909,107,93
65018,98,84
65127,89,75
65237,79,66
65347,69,56
65457,59,46
65567,48,35
65678,36,24
65788,25,11
65898,13,0
66006,0,0
66249,12,0
66343,24,0
66436,36,0
66528,47,0
66616,58,16
66710,74,16
66807,105,48
66897,116,48
66972,126,62
67063,137,62
67153,136,62
67226,135,73
67300,135,84
67374,135,96
67448,136,92
67522,133,104
67598,114,85
67691,116,85
67784,118,71
67858,118,81
67932,118,92
68020,117,91
68093,116,90
68167,114,89
68240,112,88
68314,111,86
68389,109,97
68463,107,107
68575,107,108
68662,108,108
68736,109,108
68811,111,111
68885,113,113
68961,115,116
69037,118,118
69112,121,121
69188,123,124
69264,126,126
69340,129,129
69420,131,132
69498,134,135
69578,138,138
69659,142,143
69743,146,150
69829,154,158
69915,162,165
69999,166,173
70080,169,177
70162,173,180
70245,177,185
70327,180,188
70410,182,190
70502,184,190
70584,184,188
70666,182,185
70748,180,183
70829,181,180
70912,183,182
70995,185,184
71078,187,185
71162,190,188
71243,187,191
71321,184,188
71403,181,192
71498,178,174
71578,176,171
71659,174,170
71770,155,151
71880,135,131
71990,115,112
72100,95,91
72210,80,70
72320,64,55
72431,49,33
72524,46,33
72617,41,17
